timestamp,input_key,output_key,satoshis
1507318400000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1KF3Mjtr1xuMyDTGRrTxgCFezv6qa2R9Kw,2328042
1507318400000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,14wf2DebwwpWF5wSH9NoTUMa87yXVg6CuG,390000000
1490328192000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,15LtCKAnFQbCxAXhtLzhbRy67CZ7TNgdDK,10000000
1490328192000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,3FgA75bkmNpZpXoniXfyCtFXLNy1LmTVE9,297600000
1490328192000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1CB7Lcmb55f3hBDbeA1hv9bjYppt3LzLdV,90970300
1490328192000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1JP32Y436YbMvfqCr6uKkQmVTNa8vHRc4F,95820000
1490328192000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1CrWtSE6fBV8h1UdJvdTmoBjmaKUsyyYpF,100000000
1462082176000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,3EtEKQ5u9EwZQXcSCPe6vYh6SM1aGcE1Mz,400000000
1495119136000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1JEXKvPsTMidYCngWSLpz9JDmGDMAKhikT,13600000
1495119136000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1CyNm6ujKpGXqSxdYHuqZ9J3EjtKVeRi1C,100000000
1495119136000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1FGH5qrCFqsbW6YWsYRTsnviuBn27eJyRu,1000000
1490220320000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1LBJ4AYM5Kjf4gqa6L4XSDRq3JW5E44WWY,400000000
1490220320000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,162qdWgFHmfDDKETrZw56nJUJcPsNreWbv,200000000
1512404256000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1PXHwRJgHz6aYHSY6LB2rJCtHF7kUepFDb,2931001
