timestamp,input_key,output_key,satoshis
1482974656000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1DGM1MoAEGQk88uTSwd8TpvfuppL2j8bSM,934545450
1482974656000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1BgPFT6pNRLpFkVfYK37Zd4gSkfDXd3iZo,311000000
1482974656000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1CsKRyMoWReAwDzgaFFSB951ieFB9QG7yE,10227145
1494853056000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,3Npnwo7p6j6yz2rSme1RWw1c5HM1LST9zx,40000000000
1494853056000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1MJxyJpTSdKtakjkfB6JTQr5uS7fUCrgPF,55728501
1494853056000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1P7jXiCmpd2dsDXZNrAB6mER9you9wdpE3,10000000000
1494853056000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1JuuYmxr15fjUzfJ9Va9Qzxs8cAtXCoiRi,17764019
1494853056000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,34r8CFReRKW57BLDfRn8P3py1a8zUbaSZ6,500000000
1447945664000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1CPGs7RucRQNZqNqJTzqgHdwptJGJGwSFR,1100000000
1485309376000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1Avkfu64uT5nwppzbqhEGK6K1q2UtTPhGb,500000000
1485309376000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,35XvsubhK4PYdvpK4Mhqfokc35d8nDPgBq,41193000000
1481606592000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,1KED73gXyRSX9tityQqsDGNHRGCUDqH9aP,109110000
1506354624000,1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn,3FbEqzKRFLbFuiKtxDaUXL1qXaKYdRKkwv,100200000
